birthCity,birthState,birthYear,lat,long
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1989,33.762909,-84.422675
Atlanta,GA,1989,33.762909,-84.422675
Atlanta,GA,1980,33.762909,-84.422675
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1986,33.762909,-84.422675
Atlanta,GA,1984,33.762909,-84.422675
Atlanta,GA,1985,33.762909,-84.422675
Atlanta,GA,1984,33.762909,-84.422675
Atlanta,GA,1983,33.762909,-84.422675
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1988,33.762909,-84.422675
